epoch,train_loss,valid_loss,error_rate,accuracy,time
0,0.8722629547119141,0.31034502387046814,0.09261083602905273,0.9073891639709473,1:32:43
1,0.40166330337524414,0.18638215959072113,0.056157633662223816,0.943842351436615,1:32:33
2,0.25865915417671204,0.17510958015918732,0.052955664694309235,0.947044312953949,1:32:40
epoch,train_loss,valid_loss,error_rate,accuracy,time
epoch,train_loss,valid_loss,error_rate,accuracy,time
epoch,train_loss,valid_loss,error_rate,accuracy,time
